sampleID;filename;date;time
T2F1;control/T2F1.mzXML;2022-11-17;12:24:28
T2F2;control/T2F2.mzXML;2022-11-17;12:24:28
T3F1;control/T3F1.mzXML;2022-11-17;12:24:28
T1F7;files/T1F7.mzXML;2022-11-17;12:24:26
T1F8;files/T1F8.mzXML;2022-11-17;12:24:26
