D:\MassHunter\GCMS\1\data\Mariana\AlkenylphenolsJan12\T1F8.D Thu Jan 13 14:46:34 2022
Start of data points
3.29303,0
3.29875,182
3.30448,170
3.31020,0
3.31592,222
3.32165,341
3.32737,155
3.33308,0
3.33882,196
3.34453,0
3.35025,0
3.35598,308
3.36170,186
3.36742,159
3.37315,152
3.37887,172
3.38458,0
3.39032,162
3.39603,198
3.40175,0
3.40748,153
3.41320,156
3.41892,0
3.42465,167
3.43037,154
3.43608,0
3.44182,0
3.44753,159
3.45325,190
3.45897,0
3.46470,160
3.47042,246
3.47613,225
3.48187,0
3.48758,170
3.49330,198
3.49903,0
3.50475,264
3.51047,159
3.51620,0
3.52192,0
3.52763,189
3.53337,332
3.53908,231
3.54480,258
3.55053,180
3.55625,0
3.56197,0
3.56770,0
3.57342,197
3.57913,150
3.58487,0
3.59058,0
3.59630,214
3.60203,0
3.60775,219
3.61347,0
3.61920,0
3.62492,493
3.63063,0
3.63635,232
3.64208,0
3.64780,0
3.65352,228
3.65925,0
3.66497,0
3.67068,0
3.67642,182
3.68213,0
3.68785,0
3.69358,163
3.69930,0
3.70502,0
3.71075,166
3.71647,0
3.72218,0
3.72792,157
3.73363,219
3.73935,176
3.74508,195
3.75080,215
3.75652,0
3.76225,319
3.76797,0
3.77368,0
3.77942,0
3.78513,181
3.79085,0
3.79658,193
3.80230,0
3.80802,158
3.81373,183
3.81947,0
3.82518,0
3.83090,160
3.83663,152
3.84235,153
3.84807,189
3.85380,248
3.85952,0
3.86523,0
3.87097,0
3.87668,0
3.88240,211
3.88813,0
3.89385,201
3.89957,0
3.90530,0
3.91102,161
3.91673,199
3.92247,230
3.92818,691
3.93390,250
3.93963,161
3.94535,0
3.95107,237
3.95680,0
3.96252,169
3.96823,0
3.97397,162
3.97968,0
3.98540,0
3.99112,0
3.99685,0
4.00257,0
4.00828,0
4.01402,163
4.01973,0
4.02545,0
4.03118,0
4.03690,0
4.04262,0
4.04835,193
4.05407,0
4.05978,219
4.06552,205
4.07123,162
4.07695,0
4.08268,184
4.08840,0
4.09412,0
4.09985,161
4.10557,0
4.11128,0
4.11702,0
4.12273,0
4.12845,190
4.13418,0
4.13990,0
4.14562,0
4.15135,0
4.15707,174
4.16278,0
4.16850,0
4.17423,0
4.17995,0
4.18567,162
4.19140,0
4.19712,0
4.20283,0
4.20857,0
4.21428,0
4.22000,193
4.22573,463
4.23145,403
4.23717,159
4.24290,159
4.24862,0
4.25433,153
4.26007,0
4.26578,153
4.27150,0
4.27723,0
4.28295,153
4.28867,0
4.29440,0
4.30012,0
