D:\MassHunter\GCMS\1\data\Mariana\AlkenylphenolsJan12\T2F1.D Thu Jan 13 15:10:38 2022
Start of data points
3.29285	309
3.29858	0
3.30430	193
3.31002	0
3.31575	0
3.32147	171
3.32718	0
3.33292	162
3.33863	0
3.34435	315
3.35008	0
3.35580	0
3.36152	0
3.36725	176
3.37297	227
3.37868	0
3.38442	0
3.39013	395
3.39585	0
3.40158	0
3.40730	0
3.41302	0
3.41873	0
3.42447	0
3.43018	0
3.43590	0
3.44163	284
3.44735	0
3.45307	0
3.45880	0
3.46452	192
3.47023	180
3.47597	197
3.48168	0
3.48740	158
3.49313	399
3.49885	275
3.50457	0
3.51030	0
3.51602	0
3.52173	0
3.52747	0
3.53318	230
3.53890	169
3.54463	334
3.55035	172
3.55607	0
3.56180	0
3.56752	0
3.57323	0
3.57897	176
3.58468	211
3.59040	161
3.59613	217
3.60185	173
3.60757	238
3.61328	193
3.61902	187
3.62473	351
3.63045	403
3.63618	172
3.64190	0
3.64762	0
3.65335	212
3.65907	0
3.66478	204
3.67052	0
3.67623	169
3.68195	0
3.68768	0
3.69340	0
3.69912	244
3.70485	0
3.71057	183
3.71628	0
3.72202	0
3.72773	154
3.73345	183
3.73918	0
3.74490	0
3.75062	0
3.75635	312
3.76207	0
3.76778	175
3.77352	328
3.77923	0
3.78495	383
3.79067	160
3.79640	159
3.80212	0
3.80783	0
3.81357	0
3.81928	160
3.82500	194
3.83073	154
3.83645	0
3.84217	208
3.84790	0
3.85362	0
3.85933	268
3.86507	0
3.87078	0
3.87650	0
3.88223	0
3.88795	0
3.89367	0
3.89940	0
3.90512	0
3.91083	0
3.91657	0
3.92228	248
3.92800	639
3.93373	529
3.93945	154
3.94517	0
3.95088	156
3.95662	0
3.96233	0
3.96805	0
3.97378	160
3.97950	0
3.98522	0
3.99095	207
3.99667	0
4.00238	0
4.00812	0
4.01383	0
4.01955	0
4.02528	0
4.03100	205
4.03672	0
4.04245	189
4.04817	0
4.05388	356
4.05962	178
4.06533	0
4.07105	0
4.07678	0
4.08250	0
4.08822	152
4.09395	0
4.09967	0
4.10538	0
4.11112	0
4.11683	0
4.12255	0
4.12827	0
4.13400	0
4.13972	162
4.14543	0
4.15117	0
4.15688	160
4.16260	0
4.16833	0
4.17405	0
4.17977	0
4.18550	0
4.19122	156
4.19693	0
4.20267	172
4.20838	0
4.21410	0
4.21983	567
4.22555	564
4.23127	287
4.23700	0
4.24272	0
4.24843	0
4.25417	0
4.25988	0
4.26560	0
4.27133	0
4.27705	0
4.28277	195
4.28850	165
4.29422	0
4.29993	0
4.30565	0
4.31138	0
4.31710	0
4.32282	0
4.32855	0
4.33427	0
4.33998	0
4.34572	0
4.35143	0
4.35715	0
4.36288	0
4.36860	0
4.37432	0
4.38005	0
4.38577	0
4.39148	0
4.39722	154
4.40293	0
4.40865	0
4.41438	0
4.42010	0
4.42582	0
4.43155	0
4.43727	0
4.44298	0
4.44872	0
4.45443	0
4.46015	0
4.46588	0
4.47160	0
4.47732	0
4.48303	0
4.48877	0
4.49448	0
4.50020	0
4.50593	0
4.51165	0
4.51737	0
4.52310	0
4.52882	0
4.53453	0
4.54027	0
4.54598	0
4.55170	0
4.55743	0
4.56315	0
4.56887	0
4.57460	0
4.58032	0
4.58603	0
4.59177	0
4.59748	0
4.60320	0
4.60893	0
4.61465	0
4.62037	0
4.62610	0
4.63182	0
4.63753	0
4.64327	0
4.64898	0
4.65470	0
4.66042	0
4.66615	0
4.67187	0
4.67758	0
4.68332	0
4.68903	0
4.69475	0
4.70048	164
4.70620	167
4.71192	1329
4.71765	1711
4.72337	1480
4.72908	1076
4.73482	795
4.74053	356
4.74625	203
4.75198	206
4.75770	185
4.76342	0
4.76915	0
4.77487	157
4.78058	0
4.78632	0
4.79203	0
4.79775	0
4.80348	0
4.80920	0
4.81492	0
4.82065	0
4.82637	0
4.83208	0
4.83780	0
4.84353	0
4.84925	164
4.85497	0
4.86070	0
4.86642	0
4.87213	0
4.87787	0
4.88358	0
4.88930	0
4.89503	0
4.90075	0
4.90647	0
4.91220	0
4.91792	0
4.92363	0
4.92937	0
4.93508	0
4.94080	0
4.94653	0
4.95225	0
4.95797	0
4.96370	0
4.96942	0
4.97513	0
4.98087	0
4.98658	0
4.99230	0
4.99803	0
5.00375	0
5.00947	0
5.01518	0
5.02092	0
5.02663	0
5.03235	0
5.03808	0
5.04380	0
5.04952	160
5.05525	0
5.06097	0
5.06668	0
5.07242	0
5.07813	0
5.08385	0
5.08958	0
5.09530	0
5.10102	0
5.10675	0
5.11247	0
5.11818	0
5.12392	0
5.12963	0
5.13535	0
5.14108	0
5.14680	153
5.15252	0
5.15825	0
5.16397	0
5.16968	0
5.17542	0
5.18113	0
5.18685	0
5.19257	0
5.19830	167
5.20402	0
5.20973	0
5.21547	0
5.22118	0
5.22690	0
5.23263	0
5.23835	0
5.24407	0
5.24980	0
5.25552	0
5.26123	0
5.26697	0
5.27268	0
5.27840	0
5.28413	0
5.28985	0
5.29557	0
5.30130	0
5.30702	0
5.31273	0
5.31847	0
5.32418	0
5.32990	0
5.33563	0
5.34135	0
5.34707	0
5.35280	0
5.35852	0
5.36423	0
5.36995	0
5.37568	0
5.38140	0
5.38712	0
5.39285	0
5.39857	0
5.40428	0
5.41002	0
5.41573	0
5.42145	0
5.42718	0
5.43290	161
5.43862	0
5.44435	0
5.45007	0
5.45578	0
5.46152	0
5.46723	0
5.47295	160
5.47868	0
5.48440	0
5.49012	0
5.49585	0
5.50157	178
5.50728	211
5.51302	0
5.51873	230
5.52445	0
5.53018	0
5.53590	191
5.54162	0
5.54733	166
5.55307	0
5.55878	0
5.56450	0
5.57023	0
5.57595	0
5.58167	0
5.58740	0
5.59312	0
5.59883	0
5.60457	0
5.61028	0
5.61600	0
5.62173	182
5.62745	350
5.63317	749
5.63890	1005
5.64462	161
5.65033	320
5.65607	0
5.66178	0
5.66750	0
5.67323	0
5.67895	0
5.68467	0
5.69040	0
5.69612	0
5.70183	163
5.70757	0
5.71328	0
5.71900	0
5.72472	0
5.73045	0
5.73617	0
5.74188	0
5.74762	244
5.75333	474
5.75905	1020
5.76478	1312
5.77050	1387
5.77622	1489
5.78195	1524
5.78767	1068
5.79338	1371
5.79912	1345
5.80483	1219
5.81055	813
5.81628	1745
5.82200	1355
5.82772	1018
5.83345	692
5.83917	998
5.84488	575
5.85062	654
5.85633	744
5.86205	947
5.86778	523
5.87350	729
5.87922	602
5.88495	398
5.89067	331
5.89638	176
5.90210	463
5.90783	351
5.91355	246
5.91927	332
5.92500	181
5.93072	234
5.93643	412
5.94217	440
5.94788	203
5.95360	213
5.95933	0
5.96505	327
5.97077	237
5.97650	431
5.98222	217
5.98793	346
5.99367	0
5.99938	0
6.00510	177
6.01083	223
6.01655	193
6.02227	179
6.02800	0
6.03372	215
6.03943	164
6.04517	381
6.05088	0
6.05660	0
6.06233	222
6.06805	0
6.07377	0
6.07948	168
6.08522	171
6.09093	224
6.09665	0
6.10238	0
6.10810	155
6.11382	197
6.11955	150
6.12527	165
6.13098	0
6.13672	0
6.14243	0
6.14815	159
6.15388	0
6.15960	0
6.16532	0
6.17105	161
6.17677	0
6.18248	0
6.18822	0
6.19393	0
6.19965	0
6.20538	201
6.21110	0
6.21682	0
6.22255	0
6.22827	0
6.23398	157
6.23972	199
6.24543	0
6.25115	0
6.25687	0
6.26260	152
6.26832	0
6.27403	0
6.27977	0
6.28548	0
6.29120	0
6.29693	0
6.30265	0
6.30837	176
6.31410	170
6.31982	0
6.32553	0
6.33127	158
6.33698	345
6.34270	0
6.34843	0
6.35415	0
6.35987	0
6.36560	382
6.37132	0
6.37703	0
6.38277	188
6.38848	380
6.39420	270
6.39993	409
6.40565	0
6.41137	0
6.41710	0
6.42282	151
6.42853	0
